id_A,id_B,similarity
WVILo0bVtjTTWaZF,nRNp2Ivu7oU6zuJW,0.782608695652174
S0Ql603P6J4dWWmf,vFc3tI3KIYUE4y2H,0.8880597014925373
N4dcu6sr2tbVHDNp,bNIK1IEyhgoYqYJP,0.8944099378881988
MoztAXRtITCNi38n,qhmHA1iMPdbAJXPz,0.8515519568151148
aomY8yObzhz0WzE2,uM0JVFzs7TeWsfLU,0.8304668304668305
SU71oJG2tNQT60RV,Vwtbo94QbhCojfdb,0.9090909090909091
Pzf2lTZWz4igWYpt,i68BRn51niarwoRK,0.9861751152073732
BrOhhC9Ql8U6s0SC,e87tQmBZ4AK1F8Sz,0.9894459102902374
id_A,id_B,similarity
POd21VKtUvHmjVVm,QPcxmz7aZupgyo34,0.9939024390243902
2b5eLhs0DkWEDEBA,KfUSntWQz060LYYh,0.9666666666666667
DkQ4OrtC0OITk2R2,Hxh0WbJz33iyQVv5,0.7162162162162162
EdiYzgxRFG6uX40G,GlyQjpAGol7wame3,0.9419354838709677
NOBNbN7kmbAqFzrY,SYPeGeWE4H1uV8ts,0.8726415094339622
3ZL9uQ5Iu9WqgU2o,d8dEUappTyVDXFE9,0.9026915113871635
IaKqYjvp2d3MdeNj,xNkm4R0LbOImwDy3,0.9465478841870824
7M9Re8emMPUGS7JG,trybrgKcCC5w9apY,0.9861111111111112
5T1XcI6oUzSsPwLA,pxu01RPJb0tZI2c4,0.9700996677740864
id_A,id_B,similarity
7R7a6GBWGswivNdd,gBGCfRDuYwHwnrkr,0.8517587939698492
5eradTMbMXthtqKJ,cRrkGF2Y4kwfyzkG,0.9979879275653923
oVxXadPawqPrHRQz,s0aUYwacQvKQnjAT,0.9019607843137255
8HBB9bzr4gUBSPWU,m95Cvur0e8WOgYZ0,0.997164461247637
4cfcVBvmFtymd8WX,4f9T7EOWoKACQEX2,0.996875
0xuP17yfL2KzwlnZ,zqupsUzu0V7RsfHs,0.7635574837310195
eg90Hoko8xiykfKG,iTVaxJ02Co4Jrl0i,0.7403846153846154
id_A,id_B,similarity
0kLWhSrnUqKpKCIj,sIB2IslzSB7QMBLj,0.7122395833333334
0GT5ByV4CfaosKER,bDuQU3qRfhmhbbgk,0.9033942558746736
AxwOee6XBlkypGok,CyvxypLnQxy8o3aB,0.9053497942386831
CU2VZTNODop4hz2C,FAQKEva1hjoBWnKo,0.9743589743589743
U2pyDCyejICPMe8Y,XFRdp4Nc03d4Tnpj,0.9752475247524752
FUJwAYECJVo0L3fK,Keg3VQZYerWgYpIH,0.919661733615222
cVhYvD5ROIhjU6DZ,lYj8cPDkGPDUbeep,0.7125645438898451
4EbiJZu23A8wKAKq,LRIIKxODwSYWIUhb,0.995850622406639
YrdKcKemipU70CO7,br3U11aEkWW1kMnF,0.7395264116575592
alNaerSF4wSmafd1,hLJTwX29AEClgy3a,0.9541284403669725
